paper_id,authors,year,title,venue,venue_type,doi,url,code_repo,dataset_link,peer_reviewed,dataset_name,n_subjects,n_sessions,eeg_channels,sampling_rate_hz,stimulus_type,emotion_model,class_labels,class_balance,data_status,filtering,artifact_removal,baseline_correction,re_referencing,window_length_s,window_overlap,feature_extraction,normalization,preproc_in_cv,feature_type,model_family,adaptation_method,source_selection,target_data_used,target_labels_used,hyperparam_protocol,subject_independent,split_type,n_folds,cross_setting,train_val_test_separation,model_selection_strategy,metric,result_mean,result_sd,result_ci,per_subject_reported,statistical_test,baselines_compared,best_baseline,claimed_sota,mean_or_best,protocol_category,leakage_categories,risk_rating,risk_evidence,ambiguity_notes,include_meta,include_narrative,primary_result,verification_status,source_checked
EEG-0184,"Tavakkoli, Motie Nasrabadi",2022,A Spherical Phase Space Partitioning Based Symbolic Time Series Analysis (SPSP-STSA) for Emotion Recognition Using EEG,Frontiers in Human Neuroscience 16:936393,journal,10.3389/fnhum.2022.936393,https://doi.org/10.3389/fnhum.2022.936393,none found,NA,yes,DEAP,32,unclear,32,128,music-video clips,discrete (happiness vs sadness),happiness/sadness binary,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,spherical phase-space partitioning symbolic time-series EEG features (parameters not captured),not verified,unclear,symbolic time-series features,spherical phase-space partitioning symbolic time series analysis (SPSP-STSA),none stated,none,unclear,unclear,not verified,claimed,subject-independent (claimed),not verified,none,not verified,unclear,accuracy,98.44,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,ambiguous (subject-independent ~98% implausible),near-ceiling subject-independent suspect (DEAP binary 98.44%),high,text: subject-independent DEAP happiness/sadness 98.44% (others 90.35/84.41 comparisons),DEAP subject-independent 98.44% far exceeds field cross-subject (~65%); binary happiness-vs-sadness subset; strong leakage suspect -> excluded from meta,no,yes,yes,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 12)
EEG-0185,Shuang Ran; Wei Zhong; Danting Duan; Long Ye; Qin Zhang,2023,SSTM-IS: simplified STM method based on instance selection for real-time EEG emotion recognition,"Frontiers in Human Neuroscience, 2023",journal,10.3389/fnhum.2023.1132254,https://doi.org/10.3389/fnhum.2023.1132254,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,domain-aligned or transfer-learned EEG representation learned by simplified style transfer mapping + instance selection (SSTM-IS) (exact signal features not captured),not verified,unclear,domain-adaptation/transfer-learned features,simplified style transfer mapping + instance selection (SSTM-IS),style transfer mapping w/ labeled target calibration (instance selection),none,labeled+unlabeled target (few-shot/target-label; adjudicated),yes (limited target labels; adjudicated),not verified,yes,LOSO with target-session calibration,not verified,none,not verified,unclear,accuracy,86.78,6.65,not reported,unclear,mean+-SD (Table 1),not verified,not verified,yes,mean (best instance count),F (few-shot/target-label; adjudicated),none (target-label use disclosed),some-concerns,"Table 1 (cross-subject, mean+-SD): SSTM-IS SEED 86.78/6.65, SEED-IV 82.55/8.48, self-collected 77.68/5.13; uses first 3 target sessions as labeled calibration; Adjudicator: Table 1","SSTM-IS = proposed final (instance selection); SEED 86.78 plausible WITH target-label calibration; the '86.78 up to' = best over instance count; mean+-SD from comparison table; Adjudicator decision=reclassify; Uses labeled target samples; valid few-shot/target-label result, but not comparable with no-target LOSO or unlabeled UDA. reclassify to few-shot/target-label stratum",yes,yes,yes,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 12); adjudicator decision applied 2026-07-04
EEG-0185,Shuang Ran; Wei Zhong; Danting Duan; Long Ye; Qin Zhang,2023,SSTM-IS: simplified STM method based on instance selection for real-time EEG emotion recognition,"Frontiers in Human Neuroscience, 2023",journal,10.3389/fnhum.2023.1132254,https://doi.org/10.3389/fnhum.2023.1132254,none found,NA,yes,SEED-IV,15,unclear,62,200,movie clips,discrete-4class,happy/sad/fear/neu,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,domain-aligned or transfer-learned EEG representation learned by simplified style transfer mapping + instance selection (SSTM-IS) (exact signal features not captured),not verified,unclear,domain-adaptation/transfer-learned features,simplified style transfer mapping + instance selection (SSTM-IS),style transfer mapping w/ labeled target calibration (instance selection),none,labeled+unlabeled target (few-shot/target-label; adjudicated),yes (limited target labels; adjudicated),not verified,yes,LOSO with target-session calibration,not verified,none,not verified,unclear,accuracy,82.55,8.48,not reported,unclear,mean+-SD (Table 1),not verified,not verified,yes,mean (best instance count),F (few-shot/target-label; adjudicated),none (target-label use disclosed),some-concerns,"Table 1 (cross-subject, mean+-SD): SSTM-IS SEED 86.78/6.65, SEED-IV 82.55/8.48, self-collected 77.68/5.13; uses first 3 target sessions as labeled calibration; Adjudicator: Table 1","SSTM-IS = proposed final (instance selection); SEED 86.78 plausible WITH target-label calibration; the '86.78 up to' = best over instance count; mean+-SD from comparison table; Adjudicator decision=reclassify; Uses labeled target samples; valid few-shot/target-label result, but not comparable with no-target LOSO or unlabeled UDA. reclassify to few-shot/target-label stratum",yes,yes,yes,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 12); adjudicator decision applied 2026-07-04
EEG-0186,"Li, Pan, Huang, Pan, Wang",2023,STGATE: Spatial-temporal graph attention network with a transformer encoder for EEG-based emotion recognition,Frontiers in Human Neuroscience 17:1169949,journal,10.3389/fnhum.2023.1169949,https://doi.org/10.3389/fnhum.2023.1169949,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,graph/spatial EEG representation learned by spatial-temporal graph attention network + transformer encoder (STGATE) (input feature details not captured),not verified,unclear,graph/deep spatial features,spatial-temporal graph attention network + transformer encoder (STGATE),none,none,no,no,not verified,yes,leave-one-subject-out (cross-subject),not verified,none,not verified,unclear,accuracy,90.37,6.18,not reported,unclear,mean+-SD (Tables 1-2),not verified,not verified,yes,mean,A (inductive LOSO),"none (inductive LOSO, no target data)",some-concerns,"Tables: cross-subject mean/std SEED 90.37/6.18, SEED-IV 76.43/5.01, DREAMER 76.35/8.40 (valence 77.44/8.40, arousal 75.26/9.71)","SEED 90.37 high-end for inductive but full mean+-SD, reputable LOSO, no target data -> meta-eligible",yes,yes,yes,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 12)
EEG-0186,"Li, Pan, Huang, Pan, Wang",2023,STGATE: Spatial-temporal graph attention network with a transformer encoder for EEG-based emotion recognition,Frontiers in Human Neuroscience 17:1169949,journal,10.3389/fnhum.2023.1169949,https://doi.org/10.3389/fnhum.2023.1169949,none found,NA,yes,SEED-IV,15,unclear,62,200,movie clips,discrete-4class,happy/sad/fear/neu,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,graph/spatial EEG representation learned by spatial-temporal graph attention network + transformer encoder (STGATE) (input feature details not captured),not verified,unclear,graph/deep spatial features,spatial-temporal graph attention network + transformer encoder (STGATE),none,none,no,no,not verified,yes,leave-one-subject-out (cross-subject),not verified,none,not verified,unclear,accuracy,76.43,5.01,not reported,unclear,mean+-SD (Tables 1-2),not verified,not verified,yes,mean,A (inductive LOSO),"none (inductive LOSO, no target data)",some-concerns,"Tables: cross-subject mean/std SEED 90.37/6.18, SEED-IV 76.43/5.01, DREAMER 76.35/8.40 (valence 77.44/8.40, arousal 75.26/9.71)","SEED 90.37 high-end for inductive but full mean+-SD, reputable LOSO, no target data -> meta-eligible",yes,yes,no,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 12)
EEG-0186,"Li, Pan, Huang, Pan, Wang",2023,STGATE: Spatial-temporal graph attention network with a transformer encoder for EEG-based emotion recognition,Frontiers in Human Neuroscience 17:1169949,journal,10.3389/fnhum.2023.1169949,https://doi.org/10.3389/fnhum.2023.1169949,none found,NA,yes,DREAMER,23,unclear,14,128,film clips,dimensional (V/A avg),high/low (V/A averaged),not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,graph/spatial EEG representation learned by spatial-temporal graph attention network + transformer encoder (STGATE) (input feature details not captured),not verified,unclear,graph/deep spatial features,spatial-temporal graph attention network + transformer encoder (STGATE),none,none,no,no,not verified,yes,leave-one-subject-out (cross-subject),not verified,none,not verified,unclear,accuracy,76.35,8.4,not reported,unclear,mean+-SD (Tables 1-2),not verified,not verified,yes,mean,A (inductive LOSO),"none (inductive LOSO, no target data)",some-concerns,"Tables: cross-subject mean/std SEED 90.37/6.18, SEED-IV 76.43/5.01, DREAMER 76.35/8.40 (valence 77.44/8.40, arousal 75.26/9.71)","SEED 90.37 high-end for inductive but full mean+-SD, reputable LOSO, no target data -> meta-eligible",yes,yes,no,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 12)
EEG-0187,Wei Lu; Haiyan Liu; Hua Ma; Tien-Ping Tan; Lingnan Xia,2023,Hybrid transfer learning strategy for cross-subject EEG emotion recognition (DFF-Net),"Frontiers in Human Neuroscience, 2023",journal,10.3389/fnhum.2023.1280241,https://doi.org/10.3389/fnhum.2023.1280241,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,domain-aligned or transfer-learned EEG representation learned by Domain Adaptation + Few-shot Fine-tuning Network (DFF-Net) (exact signal features not captured),not verified,unclear,domain-adaptation/transfer-learned features,Domain Adaptation + Few-shot Fine-tuning Network (DFF-Net),domain adaptation + few-shot fine-tuning on target,none,labeled+unlabeled target (few-shot/target-label; adjudicated),yes (limited target labels; adjudicated),not verified,yes,LOSO with few-shot target fine-tuning,not verified,none,not verified,unclear,accuracy,93.37,1.88,not reported,unclear,mean+-SD,not verified,not verified,yes,mean,F (few-shot/target-label; adjudicated),none (target-label use disclosed),some-concerns,"abstract+text: SEED 93.37 (dispersion 1.88), SEED-IV 82.32; ablation w/o FT&DA 58.94, only-DA 71.32, only-FT 88.09 -> FT (target labels) drives accuracy; Adjudicator: Table 3","93.37 high but uses few-shot target labels by design (protocol F); SEED-IV 82.32 no SD; Adjudicator decision=reclassify; Uses labeled target samples; valid few-shot/target-label result, but not comparable with no-target LOSO or unlabeled UDA. reclassify to few-shot/target-label stratum",yes,yes,yes,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 13); adjudicator decision applied 2026-07-04
EEG-0187,Wei Lu; Haiyan Liu; Hua Ma; Tien-Ping Tan; Lingnan Xia,2023,Hybrid transfer learning strategy for cross-subject EEG emotion recognition (DFF-Net),"Frontiers in Human Neuroscience, 2023",journal,10.3389/fnhum.2023.1280241,https://doi.org/10.3389/fnhum.2023.1280241,none found,NA,yes,SEED-IV,15,unclear,62,200,movie clips,discrete-4class,happy/sad/fear/neu,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,domain-aligned or transfer-learned EEG representation learned by Domain Adaptation + Few-shot Fine-tuning Network (DFF-Net) (exact signal features not captured),not verified,unclear,domain-adaptation/transfer-learned features,Domain Adaptation + Few-shot Fine-tuning Network (DFF-Net),domain adaptation + few-shot fine-tuning on target,none,yes,yes (few-shot fine-tune),not verified,yes,LOSO with few-shot target fine-tuning,not verified,none,not verified,unclear,accuracy,82.32,not reported,not reported,unclear,mean+-SD,not verified,not verified,yes,mean,F (few-shot target-calibration),none (declared few-shot calibration; target labels used by design),some-concerns,"abstract+text: SEED 93.37 (dispersion 1.88), SEED-IV 82.32; ablation w/o FT&DA 58.94, only-DA 71.32, only-FT 88.09 -> FT (target labels) drives accuracy",93.37 high but uses few-shot target labels by design (protocol F); SEED-IV 82.32 no SD,no,yes,no,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 13)
EEG-0188,Xu Wu; Xiangyu Ju; Sheng Dai; Xinyu Li; Ming Li,2024,Multi-source domain adaptation for EEG emotion recognition based on inter-domain sample hybridization,"Frontiers in Human Neuroscience, 2024",journal,10.3389/fnhum.2024.1464431,https://doi.org/10.3389/fnhum.2024.1464431,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,domain-aligned or transfer-learned EEG representation learned by multi-source DA common-branch network + sample hybridization (exact signal features not captured),not verified,unclear,domain-adaptation/transfer-learned features,multi-source DA common-branch network + sample hybridization,multi-source domain adaptation (unlabeled target via sample hybridization),none,yes,no,not verified,yes,LOSO (cross-subject),not verified,none,not verified,unclear,accuracy,90.27,5.56,not reported,unclear,mean+-SD (Table),not verified,not verified,yes,mean,"B (transductive-UDA, multi-source)","none (transductive, no target labels)",some-concerns,"Table cross-subject: SEED 90.27/5.56, SEED-IV 73.41/8.27 (cross-session SEED 94.16/6.92, SEED-IV 75.05/8.19 separate)",cross-subject SEED 90.27 high-end transductive; SD from comparison table; cross-session numbers kept separate,yes,yes,yes,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 13)
EEG-0188,Xu Wu; Xiangyu Ju; Sheng Dai; Xinyu Li; Ming Li,2024,Multi-source domain adaptation for EEG emotion recognition based on inter-domain sample hybridization,"Frontiers in Human Neuroscience, 2024",journal,10.3389/fnhum.2024.1464431,https://doi.org/10.3389/fnhum.2024.1464431,none found,NA,yes,SEED-IV,15,unclear,62,200,movie clips,discrete-4class,happy/sad/fear/neu,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,domain-aligned or transfer-learned EEG representation learned by multi-source DA common-branch network + sample hybridization (exact signal features not captured),not verified,unclear,domain-adaptation/transfer-learned features,multi-source DA common-branch network + sample hybridization,multi-source domain adaptation (unlabeled target via sample hybridization),none,yes,no,not verified,yes,LOSO (cross-subject),not verified,none,not verified,unclear,accuracy,73.41,8.27,not reported,unclear,mean+-SD (Table),not verified,not verified,yes,mean,"B (transductive-UDA, multi-source)","none (transductive, no target labels)",some-concerns,"Table cross-subject: SEED 90.27/5.56, SEED-IV 73.41/8.27 (cross-session SEED 94.16/6.92, SEED-IV 75.05/8.19 separate)",cross-subject SEED 90.27 high-end transductive; SD from comparison table; cross-session numbers kept separate,yes,yes,no,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 13)
